卡牌ID,同卡牌ID,普通技能ID,觉醒技能ID,卡牌称号,卡牌名称,稀有度,职业,属性,COST,HP,物攻,魔攻,恢复量,卡牌类别,主效果,详细效果(普通）,详细效果(觉醒）,台词（攻击）,台词（支援）
10106002,10106001,11100581,11100582,圣诞妖精,圣夜型妮妙,MR,佣兵,冰,3,1142,444,0,0,物理,吸血/攻击,敌单体/物理/6995点+物理攻击力130%的冰属性伤害,敌单体/物理/11632点+物理攻击力130%的冰属性伤害，自身/HP恢复伤害量的50%,圣诞老人全力殴打，轻轻抚摸。,去分发爱，去收获爱。
10106004,10106003,13200411,13200412,月下歌手,歌姬型辉夜,UR,盗贼,光,4,0,0,208,115,魔法,吸血/攻击,敌单体/魔法/6542点+魔法攻击力150%的光属性伤害,敌单体/魔法/10851点+魔法攻击力150%的光属性伤害，自身/HP恢复伤害量的50%,让妾身轻轻捏碎汝吧！,妾身要去支援队伍。妾身讨厌前线！
10106006,10106005,12100401,12100402,圆桌的歌姬,歌姬型桂妮薇儿,UR,富豪,风,3,0,269,0,115,物理,攻击/抽卡/物防↑,敌单体/物理/4252点+物理攻击力130%的风属性伤害,敌单体/物理/7086点+物理攻击力130%的风属性伤害，己方全体/2回合/提升693点物理防御，己方全体/抽卡+1,用全力击垮他们吧！,让我们聆听彼此的歌声吧！
10106008,10106001,12500121,12500122,圣诞妖精,圣夜型妮妙,MR,富豪,光,2,1904,0,0,317,防御,抽卡/物防↑/魔防↑,自身/1回合/提升750点物理防御，1回合/提升750点魔法防御,己方全体/1回合/提升1250点物理防御，1回合/提升1250点魔法防御，己方全体/抽卡+1,圣诞老人全力殴打，轻轻抚摸。,去分发爱，去收获爱。
10106010,10106001,13200431,13200432,圣诞妖精,圣夜型妮妙,MR,盗贼,火,2,1904,0,228,0,魔法,攻击,敌单体/魔法/3571点火属性伤害,敌单体/魔法/8948点火属性伤害，提升chain威力,圣诞老人全力殴打，轻轻抚摸。,去分发爱，去收获爱。
10106012,10106001,14300321,14300322,圣诞妖精,圣夜型妮妙,MR,歌姬,暗,2,1142,0,0,444,治疗,物防↑/治疗,自身/恢复3628点HP,己方1人/2回合/提升1830点物理防御，恢复6006点HP,圣诞老人全力殴打，轻轻抚摸。,去分发爱，去收获爱。
10107002,10107001,13600181,13600182,柔手之骑士,第二型加雷斯,MR,盗贼,冰,3,2932,0,0,209,弱化,物攻↓/魔攻↓,敌单体/2回合/降低500点物理伤害，2回合/降低500点魔法伤害,敌全体/2回合/降低1939点物理伤害，2回合/降低1939点魔法伤害,继承自哥哥的一击……！,应该还可以努力！
10107004,10107003,14300361,14300362,知名女皇,特异型恺撒,MR,歌姬,火,1,1257,0,0,489,支援,治疗↑,自身/2回合/提升治疗量1293,自身/2回合/提升治疗量2585,胜负已分！,接受我的慈悲吧。
10107006,10107005,12600081,12600082,天生的轻射手,特异型罗宾汉,UR,富豪,风,3,1777,127,0,0,弱化,抽卡/魔防↓,敌单体/3回合/降低3290点魔法防御，自身/抽卡+1,敌单体/3回合/降低6580点魔法防御，己方全体/抽卡+1,想叫救兵也迟啦。,振作一点啊！　真是靠不住的家伙！
10107008,10107007,14200261,14200262,忠诚的淑女？,第二型卡尔迪斯,UR,歌姬,光,2,762,0,200,0,魔法,攻击/抽卡,敌单体/魔法/1616点光属性伤害,敌全体/魔法/3181点光属性伤害，自身/抽卡+1,别怪我啦。,不是命令你活下去吗！
10107010,10107009,11100701,11100702,背叛之骑士,第一型莫德雷德,MR,佣兵,暗,5,4188,0,0,0,魔法,魔攻↑/攻击,敌单体/魔法/16106点+魔法攻击力180%的暗属性伤害,敌单体/魔法/32213点+魔法攻击力180%的暗属性伤害，自身/2回合/提升魔法伤害18113,我会以此剑守护不列颠！,这里就由我来担任后卫。
10107013,10107012,11100721,11100722,雾气之妖精,凡妮克,UR,佣兵,火,2,1154,0,130,0,魔法,攻击,敌单体/魔法/2924点火属性伤害,敌单体/魔法/4823点火属性伤害,我要蒸死你！,用蒸汽来放松吧！
10107015,10107014,13600201,13600202,妖精的天敌,哈尔德福克,UR,盗贼,冰,3,1615,0,78,0,弱化,魔攻↓,敌单体/2回合/降低873点魔法伤害,敌单体/2回合/降低2924点魔法伤害,彻底排除。,妥善处理。
10107017,10107016,14300381,14300382,勇气之妖精,汤姆/萨姆,MR,歌姬,风,2,2665,0,0,190,治疗,治疗/延迟奶,自身/恢复3628点HP,己方1人/恢复6006点HP，自身/2回合/每回合恢复HP1220,我是最厉害的枪！,亚瑟有着妖精的庇护。
10107019,10107018,12500161,12500162,凶兆之妖精,多莫维依,MR,富豪,光,4,2665,190,0,0,防御,抽卡/物防↑/魔防↑,自身/2回合/提升1439点物理防御，2回合/提升1439点魔法防御,己方全体/2回合/提升2439点物理防御，2回合/提升2439点魔法防御，己方全体/抽卡+1,诅咒自己的命运吧！,星辰的运转正与咱为友！
10107021,10107020,12100501,12100502,溢出伤害,狂猎,UR,富豪,暗,2,692,269,0,0,物理,攻击/抽卡,敌单体/物理/1616点暗属性伤害,敌全体/物理/2693点暗属性伤害，己方全体/抽卡+1,解放『军势』！逐个击破！,请为了陛下突击！
10107023,10107022,13400151,13400152,暗之战略家,蹴球型伯纳德,MR,盗贼,暗,2,1142,0,320,0,支援,魔攻↑,自身/1回合/提升魔法伤害2878,己方全体/2回合/提升魔法伤害4817,见识下我攻防一体的招式吧。,目前还在前方！别放弃！
10107025,10107024,11100741,11100742,七彩的七重奏,奏乐型乌莎哈,UR,佣兵,冰,2,1154,192,0,0,物理,攻击,敌单体/物理/2181点冰属性伤害,敌单体/物理/3617点冰属性伤害，提升chain威力,是的，请听死之颂歌吧。,是的。比试现在才开始。
10107028,10107026,12100531,12100532,机动兵姬,外敌型本,MR,富豪,火,3,2665,190,0,0,物理,吸血/攻击/抽卡,敌单体/物理/6995点+物理攻击力130%的火属性伤害,敌单体/物理/11632点+物理攻击力130%的火属性伤害，自身/HP恢复伤害量的50%，己方全体/抽卡+1,想被刻得多么细？,你退下，交给我来吧。
10108002,10108001,11100641,11100642,转瞬之七彩光,复制型乌莎哈,MR,佣兵,光,4,4188,0,0,0,物理,物攻↑/攻击,敌单体/物理/10792点+物理攻击力150%的光属性伤害,敌单体/物理/21494点+物理攻击力150%的光属性伤害，自身/3回合/提升物理伤害7257,最后一击就交给亚瑟。,如果死掉就麻烦了，我救你。
10108004,10108001,12500181,12500182,转瞬之七彩光,复制型乌莎哈,MR,富豪,风,5,4188,0,0,0,防御,抽卡/物防↑/魔防↑,自身/1回合/提升2878点物理防御，1回合/提升2878点魔法防御,己方全体/1回合/提升5756点物理防御，1回合/提升5756点魔法防御，己方全体/抽卡+1,最后一击就交给亚瑟。,如果死掉就麻烦了，我救你。
10108006,10108001,13200511,13200512,转瞬之七彩光,复制型乌莎哈,MR,盗贼,暗,5,4188,0,0,0,魔法,魔攻↑/攻击,敌单体/魔法/16106点+魔法攻击力180%的暗属性伤害,敌单体/魔法/32213点+魔法攻击力180%的暗属性伤害，己方全体/2回合/提升魔法伤害6538,最后一击就交给亚瑟。,如果死掉就麻烦了，我救你。
10108008,10108001,14300401,14300402,转瞬之七彩光,复制型乌莎哈,MR,歌姬,火,5,4188,0,0,0,治疗,治疗/延迟奶,自身/恢复4051点HP,己方全体/恢复8042点HP，2回合/每回合恢复HP1635,最后一击就交给亚瑟。,如果死掉就麻烦了，我救你。
10108010,10108009,13200531,13200532,无意识的思念,华恋型妮妙,MR,盗贼,冰,5,2932,0,150,0,魔法,魔攻↑/攻击,敌单体/魔法/8924点+魔法攻击力180%的冰属性伤害,敌全体/魔法/17739点+魔法攻击力180%的冰属性伤害，自身/2回合/提升魔法伤害18113,我要赢。偶尔会输。,失败作请交给我处理吧。
10108012,10108011,11100761,11100762,小小的初恋,华恋型贝德维尔,UR,佣兵,光,3,1269,212,0,0,物理,反伤/攻击,敌单体/物理/4252点+物理攻击力130%的光属性伤害,敌单体/物理/8503点+物理攻击力130%的光属性伤害，提升累计损血40%的威力,我不会让你妨碍我们的！,我只能做到这些了！
10108014,10108013,12100551,12100552,无限远之爱,华恋型珀西瓦尔,MR,富豪,火,4,2932,209,0,0,物理,攻击/抽卡,敌单体/物理/7884点+物理攻击力150%的火属性伤害,敌全体/物理/15768点+物理攻击力150%的火属性伤害，己方全体/抽卡+1,我才不会分给你们呢！,唔唔，这个很好吃吧？
10108016,10108015,14300421,14300422,慈爱之圣人,华恋型瓦伦丁,MR,歌姬,风,3,2932,0,0,209,治疗,治疗,自身/恢复2456点HP,己方全体/恢复4850点HP，提升chain威力,破坏他人的幸福就这么高兴吗！？,我最喜欢大家了。
10108018,10108017,13200551,13200552,爱情之形状,华恋型小灰人,UR,盗贼,暗,2,1269,0,143,0,魔法,反伤/攻击,敌单体/魔法/2181点暗属性伤害,敌单体/魔法/4361点暗属性伤害，提升累计损血40%的威力,让我来解决你。库——！,我认为……这对细胞没影响。
10108020,10108019,13200571,13200572,徘徊的恋心,华恋型佩里亚丝,MR,盗贼,火,3,1142,0,320,0,魔法,吸血/攻击,敌单体/魔法/6995点+魔法攻击力130%的火属性伤害,敌单体/魔法/11632点+魔法攻击力130%的火属性伤害，自身/HP恢复伤害量的50%,什么都不重要了！,感觉有一场新的恋情诞生了！
10108022,10108021,14300441,14300442,义理与爱情,华恋型盗贼亚瑟,MR,歌姬,冰,4,2665,0,137,0,治疗,物防↑/治疗,自身/恢复3254点HP,己方全体/2回合/提升1500点物理防御，恢复5382点HP,这样你能放弃吗？,这下就两清了！
10108024,10108023,14300461,14300462,思念快递员,华恋型布兰克韦恩,UR,歌姬,风,3,577,0,117,115,治疗,魔攻↑/延迟奶,自身/恢复3271点HP,己方1人/2回合/提升魔法伤害5625，2回合/每回合恢复HP1834,即、即使赢不了也不想输！,请你，借点力量给我吧！
10108026,10108025,12500201,12500202,幸福的魔法,华恋型库拉奇,UR,富豪,光,3,1154,192,0,0,防御,抽卡/魔防↑,自身/2回合/提升873点魔法防御，自身/抽卡+1,己方全体/2回合/提升1487点魔法防御，己方全体/抽卡+1,这可不是单纯的魔法！,请交给我吧！
10108028,10108027,11100781,11100782,恋慕混入,华恋型白手伊索德,UR,佣兵,暗,3,692,269,0,0,物理,攻击,敌单体/物理/3119点+物理攻击力130%的暗属性伤害,敌全体/物理/5218点+物理攻击力130%的暗属性伤害,我们不用逃吗？,如有必要，我会尽力支持你的。
10108030,10108029,12500221,12500222,恋爱应援团,华恋型贝莉珊,MR,富豪,光,4,1904,317,0,0,防御,抽卡/物防↑,自身/2回合/提升1439点物理防御，自身/抽卡+1,己方全体/2回合/提升2439点物理防御，己方全体/抽卡+2,战斗能萌生爱情吗……？,把两人的心拉近点！
10108032,10108031,11100801,11100802,迷路之贵妇人,争杯型圣杯伊莱恩,MR,佣兵,风,3,1047,314,0,209,魔法,攻击,敌单体/魔法/5125点+魔法攻击力130%的风属性伤害,敌全体/魔法/8541点+魔法攻击力130%的风属性伤害,最好觉悟了吗？,给，你想要这个吧？
10109002,10109001,13600221,13600222,召唤的管理者,第二型达玛斯,UR,盗贼,火,2,1777,0,86,0,弱化,物攻↓,敌单体/3回合/降低526点物理伤害,敌单体/3回合/降低2052点物理伤害,速度解决，开锁！,要吃就吃那边的药草吧！
10109004,10109003,14200281,14200282,治愈之骑士,支援型圣杯伊莱恩,UR,歌姬,冰,3,1777,0,86,0,魔法,治疗↑/攻击,敌单体/魔法/2371点+魔法攻击力130%的冰属性伤害,敌全体/魔法/4269点+魔法攻击力130%的冰属性伤害，自身/2回合/提升治疗量2178,最好觉悟了吗？,给，你想要这个吧？
10109006,10109005,11100841,11100842,天翔少女,复制型艾菲,MR,佣兵,风,5,2932,209,0,0,物理,攻击,敌单体/物理/21512点+物理攻击力180%的风属性伤害,敌单体/物理/42914点+物理攻击力180%的风属性伤害,把我艾菲的英姿印在你的脑海里吧！,请放心。我绝不会亏欠人情。
10109008,10109007,12100591,12100592,神秘的教鞭,复制型斯卡哈,MR,富豪,光,2,2932,209,0,0,物理,攻击/抽卡,敌单体/物理/2628点光属性伤害，自身/抽卡+1,敌全体/物理/5256点光属性伤害，己方全体/抽卡+1,如果不想上实验台，就把路让开。,诸位，你们的工作还没结束。
10109010,10109009,14200301,14200302,命运宣告者,复制型菲迪露玛,MR,歌姬,暗,4,2932,0,150,0,魔法,攻击/治疗,敌单体/魔法/10792点+魔法攻击力150%的暗属性伤害,敌全体/魔法/11826点+魔法攻击力150%的暗属性伤害，己方全体/恢复3959点HP,打头阵就让我去吧。,喂喂，我来支援了。
10109012,10109011,13200611,13200612,懒猫之妖精,凯特西,UR,盗贼,火,4,1777,0,86,0,魔法,魔攻↓/攻击,敌单体/魔法/6542点+魔法攻击力150%的火属性伤害,敌单体/魔法/13007点+魔法攻击力150%的火属性伤害，2回合/降低2178点魔法伤害,喵？打倒这家伙就能睡觉了吗？,喵~真想快点结束……
10109014,10109013,11100861,11100862,祝福之妖精,雪莉柯特,MR,佣兵,冰,4,1142,0,320,0,魔法,魔攻↑/攻击,敌单体/魔法/10792点+魔法攻击力150%的冰属性伤害,敌单体/魔法/17926点+魔法攻击力150%的冰属性伤害，自身/2回合/提升魔法伤害12075,喷射高压水流……！,放松点，现在是沐浴时间……
10109016,10109015,12500241,12500242,教育之妖精,莉娅南希,UR,富豪,风,5,1615,115,0,0,防御,抽卡/魔防↑,自身/3回合/提升2379点魔法防御，自身/抽卡+1,己方全体/3回合/提升1603点魔法防御，己方全体/抽卡+1,狠狠敲诈他一番吧？,我来让你打起精神。
10109018,10109017,11100881,11100882,制鞋之妖精,拉布列康,UR,佣兵,光,3,1154,0,130,0,魔法,攻击,敌单体/魔法/5669点+魔法攻击力130%的光属性伤害,敌全体/魔法/5218点+魔法攻击力130%的光属性伤害,都别想活着离开。,支援一结束我就回去。
10109020,10109019,12100611,12100612,大家的妈妈,多拉卡,MR,富豪,暗,2,1142,444,0,0,物理,攻击/抽卡,敌单体/物理/4817点暗属性伤害，自身/抽卡+1,敌单体/物理/7987点暗属性伤害，己方全体/抽卡+1,其实比起防守，我更喜欢进攻！,尸体养育不了的，请注意。
10109022,10109021,13200631,13200632,海盗淑女,特异型维尔薇尤,MR,盗贼,暗,3,1523,190,137,0,魔法,攻击,敌单体/魔法/5125点+魔法攻击力130%的暗属性伤害,敌全体/魔法/6445点+魔法攻击力130%的暗属性伤害，提升chain威力,又没有学问，你留着脑袋有什么用？,出拳要喊出来！
10109024,10109023,14400221,14400222,苍蓝指挥官,争杯型亚瑟 技巧之场,MR,歌姬,光,3,952,0,206,190,支援,物攻↑/魔攻↑,自身/3回合/提升物理伤害2439，3回合/提升魔法伤害2439,己方全体/3回合/提升物理伤害4024，3回合/提升魔法伤害4024,兵不厌诈！,我绝对不要留下悲惨的回忆！
10109028,10109027,11100821,11100822,荣耀的女王,特异型伊丽莎白一世,MR,佣兵,火,2,2285,381,0,0,物理,攻击/抽卡,敌单体/物理/3628点火属性伤害,敌单体/物理/7195点火属性伤害，提升chain威力，自身/抽卡+1,在威光面前俯首称臣吧！,还没完。还没有放弃！
10109030,10109027,12100571,12100572,荣耀的女王,特异型伊丽莎白一世,MR,富豪,火,2,2285,381,0,0,物理,攻击/抽卡,敌单体/物理/3628点火属性伤害,敌单体/物理/7195点火属性伤害，提升chain威力，己方全体/抽卡+1,在威光面前俯首称臣吧！,还没完。还没有放弃！
10109032,10109027,13200591,13200592,荣耀的女王,特异型伊丽莎白一世,MR,盗贼,火,3,2285,0,274,0,魔法,攻击,敌单体/魔法/6995点+魔法攻击力130%的火属性伤害,敌全体/魔法/7687点+魔法攻击力130%的火属性伤害,在威光面前俯首称臣吧！,还没完。还没有放弃！
10109034,10109027,14300481,14300482,荣耀的女王,特异型伊丽莎白一世,MR,歌姬,火,2,2285,0,274,0,治疗,抽卡/治疗,自身/恢复3628点HP,己方1人/恢复7195点HP，提升chain威力，自身/抽卡+1,在威光面前俯首称臣吧！,还没完。还没有放弃！
10109036,10109035,11100901,11100902,绯红丽女,特异型伊丽莎白·巴托里,MR,佣兵,暗,3,1828,228,164,0,魔法,攻击,敌单体/魔法/6995点+魔法攻击力130%的暗属性伤害,敌单体/魔法/13991点+魔法攻击力130%的暗属性伤害，提升chain威力,肮脏的血。别弄伤我的肌肤。,很舒服吧？
